0,6.035433806,5.915111951,6.834901951,6.714580096,18.03012954,17.90512954,16.85512954,16.85512954,15.73012954,15.73012954,14.75495098,14.62995098,29.1555919,29.2305919,28.33395328,28.43395328,27.65495098,27.70495098,26.75639275,26.88139275,26.83011123,26.85511123,27.60751339,27.73251339,28.4555919,28.3305919,29.25495098,29.25495098,28.9158005,29.00495098,23.67625069,23.56707055,17.38229144,17.20729144,13.52593284,13.64477897,14.65093284,14.76977897,15.77593284,15.77593284,13.80052014,12.89888986,11.69319023,10.43703303,13.93960257,13.0328096,11.80163448,10.54280032,25.35495098,26.85495098,4.229950976
6.035433806,0,0.389580096,6.010433806,5.890111951,18.85566139,18.73066139,17.68066139,17.68066139,16.55566139,16.55566139,15.58048283,15.45548283,29.98112375,30.05612375,29.15948513,29.25948513,28.48048283,28.53048283,27.58192461,27.70692461,27.65564308,27.68064308,28.43304525,28.55804525,29.28112375,29.15612375,30.08048283,30.08048283,29.74133236,29.83048283,24.50178254,24.39260241,18.20782329,18.03282329,14.3514647,14.47031082,15.4764647,15.59531082,16.6014647,16.6014647,14.626052,13.72442172,12.51872208,11.26256488,14.76513443,13.85834145,12.62716634,11.36833218,26.18048283,27.68048283,3.40548283
5.915111951,0.389580096,0,5.890111951,5.769790095,18.73533954,18.61033954,17.56033954,17.56033954,16.43533954,16.43533954,15.46016097,15.33516097,29.8608019,29.9358019,29.03916328,29.13916328,28.36016097,28.41016097,27.46160275,27.58660275,27.53532122,27.56032122,28.31272339,28.43772339,29.1608019,29.0358019,29.96016097,29.96016097,29.6210105,29.71016097,24.38146069,24.27228055,18.08750144,17.91250144,14.23114284,14.34998897,15.35614284,15.47498897,16.48114284,16.48114284,14.50573014,13.60409986,12.39840023,11.14224303,14.64481257,13.7380196,12.50684448,11.24801032,26.06016097,27.56016097,3.285160975
6.834901951,6.010433806,5.890111951,0,0.389580096,19.65512954,19.53012954,18.48012954,18.48012954,17.35512954,17.35512954,16.37995098,16.25495098,30.7805919,30.8555919,29.95895328,30.05895328,29.27995098,29.32995098,28.38139275,28.50639275,28.45511123,28.48011123,29.23251339,29.35751339,30.0805919,29.9555919,30.87995098,30.87995098,30.5408005,30.62995098,25.30125069,25.19207055,19.00729144,18.83229144,15.15093284,15.26977897,16.27593284,16.39477897,17.40093284,17.40093284,15.42552014,14.52388986,13.31819023,12.06203303,15.56460257,14.6578096,13.42663448,12.16780032,26.97995098,28.47995098,2.604950976
6.714580096,5.890111951,5.769790095,0.389580096,0,19.53480768,19.40980768,18.35980768,18.35980768,17.23480768,17.23480768,16.25962912,16.13462912,30.66027004,30.73527004,29.83863142,29.93863142,29.15962912,29.20962912,28.26107089,28.38607089,28.33478937,28.35978937,29.11219154,29.23719154,29.96027004,29.83527004,30.75962912,30.75962912,30.42047865,30.50962912,25.18092883,25.0717487,18.88696958,18.71196958,15.03061099,15.14945711,16.15561099,16.27445711,17.28061099,17.28061099,15.30519829,14.40356801,13.19786837,11.94171117,15.44428072,14.53748774,13.30631263,12.04747847,26.85962912,28.35962912,2.48462912
18.03012954,18.85566139,18.73533954,19.65512954,19.53480768,0,0.625,5.175357125,5.175357125,6.300357125,6.300357125,7.525178562,7.400178562,23.92581948,24.00081948,23.10418087,23.20418087,22.42517856,22.47517856,21.52662034,21.65162034,21.60033881,21.62533881,22.37774098,22.50274098,23.22581948,23.10081948,24.02517856,24.02517856,23.68602809,23.77517856,26.0694368,25.96025667,22.25251902,22.07751902,18.39616043,18.51500656,19.52116043,19.64000656,20.64616043,20.64616043,18.67074773,17.76911745,16.56341781,15.30726061,18.80983016,17.90303719,16.67186207,15.41302791,20.12517856,21.62517856,17.05017856
17.90512954,18.73066139,18.61033954,19.53012954,19.40980768,0.625,0,5.050357125,5.050357125,6.175357125,6.175357125,7.400178562,7.275178562,23.80081948,23.87581948,22.97918087,23.07918087,22.30017856,22.35017856,21.40162034,21.52662034,21.47533881,21.50033881,22.25274098,22.37774098,23.10081948,22.97581948,23.90017856,23.90017856,23.56102809,23.65017856,25.9444368,25.83525667,22.12751902,21.95251902,18.27116043,18.39000656,19.39616043,19.51500656,20.52116043,20.52116043,18.54574773,17.64411745,16.43841781,15.18226061,18.68483016,17.77803719,16.54686207,15.28802791,20.00017856,21.50017856,16.92517856
16.85512954,17.68066139,17.56033954,18.48012954,18.35980768,5.175357125,5.050357125,0,0.5,5.125357125,5.125357125,6.350178562,6.225178562,22.75081948,22.82581948,21.92918087,22.02918087,21.25017856,21.30017856,20.35162034,20.47662034,20.42533881,20.45033881,21.20274098,21.32774098,22.05081948,21.92581948,22.85017856,22.85017856,22.51102809,22.60017856,24.8944368,24.78525667,21.07751902,20.90251902,17.22116043,17.34000656,18.34616043,18.46500656,19.47116043,19.47116043,17.49574773,16.59411745,15.38841781,14.13226061,17.63483016,16.72803719,15.49686207,14.23802791,18.95017856,20.45017856,15.87517856
16.85512954,17.68066139,17.56033954,18.48012954,18.35980768,5.175357125,5.050357125,0.5,0,5.125357125,5.125357125,6.350178562,6.225178562,22.75081948,22.82581948,21.92918087,22.02918087,21.25017856,21.30017856,20.35162034,20.47662034,20.42533881,20.45033881,21.20274098,21.32774098,22.05081948,21.92581948,22.85017856,22.85017856,22.51102809,22.60017856,24.8944368,24.78525667,21.07751902,20.90251902,17.22116043,17.34000656,18.34616043,18.46500656,19.47116043,19.47116043,17.49574773,16.59411745,15.38841781,14.13226061,17.63483016,16.72803719,15.49686207,14.23802791,18.95017856,20.45017856,15.87517856
15.73012954,16.55566139,16.43533954,17.35512954,17.23480768,6.300357125,6.175357125,5.125357125,5.125357125,0,0.5,5.225178562,5.100178562,21.62581948,21.70081948,20.80418087,20.90418087,20.12517856,20.17517856,19.22662034,19.35162034,19.30033881,19.32533881,20.07774098,20.20274098,20.92581948,20.80081948,21.72517856,21.72517856,21.38602809,21.47517856,23.7694368,23.66025667,19.95251902,19.77751902,16.09616043,16.21500656,17.22116043,17.34000656,18.34616043,18.34616043,16.37074773,15.46911745,14.26341781,13.00726061,16.50983016,15.60303719,14.37186207,13.11302791,17.82517856,19.32517856,14.75017856
